TIPO,VIA,TRATTI,CIRC.,FREQ.,LUN,MAR,MER,GIO,VEN,SAB,ITINERARIO,SEDE
VICOLO,SETTIMO,,1,sett.,,x,,,,,C1S15,CAMPISI
PIAZZETTA,SETTIMO (PAL.REALE),,1,sett.,,x,,,,,C1S15,CAMPISI
PIAZZA,SETTIMO RUGGERO,,8,giorn.,x,x,x,x,x,x,C8G06,STRAZZERI
VIA,SETTIMO RUGGERO,P.za Castelnuovo - Stabile,8,giorn.,x,x,x,x,x,x,C8G01,STRAZZERI
VIA,SETTIMO RUGGERO,Stabile - Cavour,8,giorn.,x,x,x,x,x,x,C8G01,STRAZZERI
VIA,SGAMBATI GIOVANNI,,8,sett.,x,,,,,,C8S25,MOZART
VIA,SGARLATA GAETANO,,1,bisett.,,,x,,,x,C1B08,STRAZZERI
VIA,SICILIA,Brigata Verona - Lazio,8,trisett.,x,,x,,x,,C8T24,MOZART
VIA,SICILIA,IV Novembre - Lazio,8,bisett.,,,x,,,x,C8B40,MOZART
VIA,SICILIANO VILLANUEVA LUIGI,P.zza Vanni - Di Cristina,1,bisett.,,,x,,,x,C1B15,CAMPISI
VIA,SICILIANO VILLANUEVA LUIGI,Di Cristina - Del Giudice,1,sett.,,,,x,,,C1S17,CAMPISI
VICOLO,SIGNORUZZO,,1,bisett.,x,,,x,,,C1B09,STRAZZERI
VIA,SIGONIO SILVESTRE,,8,sett.,,,,,,x,C8S30,MOZART
CORTILE,SILVESTRI,,8,sett.,,,,,,x,C8S24,STRAZZERI
VIA,SIMONE DI BOLOGNA,,1,giorn.,x,x,x,x,x,x,C1G17,CAMPISI
VIA,SIRACUSA,,8,trisett.,,x,,x,,x,C8T11,STRAZZERI
VIA,SMIRIGLIO MARIANO,,8,sett.,,,,,,x,C8S06,STRAZZERI
VICOLO,SOCCORSO (1),,1,sett.,,,,x,,,C1S17,CAMPISI
VIA,SOLE ANDREA TEN.,,8,sett.,,,,x,,,C8S10,MOZART
CORTILE,SOLLIMA,,1,trisett.,,x,,x,,x,C1T07,INGHAM
VIA,SORBA VITO,,8,sett.,,,,,x,,C8S29,MOZART
CORTILE,SORRENTINO,,1,bisett.,x,,,x,,,C1B09,STRAZZERI
VICOLO,SOTTO LA VOLTA,,1,trisett.,x,,x,,x,,C1T05,INGHAM
VIA,SOZZI OLIVIO,,8,sett.,,,,x,,,C8S34,MOZART
VIA,SPACCAFORNO,,8,bisett.,x,,,x,,,C8B29,STRAZZERI
VIA,SPADARO,,1,bisett.,,x,,,x,,C1B02,INGHAM
VICOLO,SPAGNA (1),,1,sett.,,,,,x,,C1S12,CAMPISI
VICOLO,SPAGNA (2),,1,sett.,,,,,x,,C1S12,CAMPISI
PIAZZETTA,SPECIALE PIETRO,,1,sett.,x,,,,,,C1S14,CAMPISI
VIA,SPEDALIERI NICOLO',Montepellegrino - Juvara,8,bisett.,x,,,x,,,C8B13,STRAZZERI
VIA,SPEDALIERI NICOLO',Juvara - Di Chiara,8,trisett.,,x,,x,,x,C8T22,STRAZZERI
VIA,SPERLINGA,,8,giorn.,x,x,x,x,x,x,C8G01,STRAZZERI
VIA,SPINUZZA SALVATORE,Valenti - Roma,1,giorn.,x,x,x,x,x,x,C1G07,STRAZZERI
VIA,SPINUZZA SALVATORE,Maqueda - Valenti,1,giorn.,x,x,x,x,x,x,C1G07,STRAZZERI
VIA,SPONTINI GASPARE,,8,sett.,,x,,,,,C8S33,MOZART
VIA,SQUARCIALUPO,,1,bisett.,,x,,,x,,C1B06,STRAZZERI
VIA,SS. CROCIFISSO,,1,sett.,,,,,x,,C1S12,CAMPISI
PIAZZA,SS. QUARANTA MARTIRI,,1,bisett.,,,x,,,x,C1B20,CAMPISI
VIA,SS.SALVATORE,,1,bisett.,,,x,,,x,C1B18,CAMPISI
VIA,SS.XL MARTIRI AL CASALOTTO,,1,bisett.,,,x,,,x,C1B20,CAMPISI
PIAZZA,SS.XL MARTIRI ALLA GUILLA,,1,bisett.,,x,,,x,,C1B10,STRAZZERI
VIA,SS.XL MARTIRI ALLA GUILLA,,1,bisett.,,x,,,x,,C1B10,STRAZZERI
VIA,STABILE MARIANO,Ruggero Settimo - Villaermosa,8,giorn.,x,x,x,x,x,x,C8G01,STRAZZERI
VIA,STABILE MARIANO,P.pe di Scordia - Crispi,8,bisett.,,x,,,x,,C8B02,STRAZZERI
VIA,STABILE MARIANO,P.za S. Francesco di Paola - Ruggero Settimo,8,giorn.,x,x,x,x,x,x,C8G02,STRAZZERI
VIA,STABILE MARIANO,Villaermosa - P.pe di Scordia,8,giorn.,x,x,x,x,x,x,C8G04,STRAZZERI
VICOLO,STABILE MARIANO,,8,bisett.,,x,,,x,,C8B31,STRAZZERI
VICOLO,STALLUZZA,,1,sett.,x,,,,,,C1S01,STRAZZERI
VIA,STARRABBA RAFFAELE,,8,sett.,,,x,,,,C8S15,STRAZZERI
PIAZZA,STAZIONE LOLLI,compresi camminamenti interni villetta,8,bisett.,,,x,,,x,C8B28,STRAZZERI
CORTILE,STECCA,,8,sett.,,,x,,,,C8S03,STRAZZERI
PIAZZA,STRAUSS RICCARDO,carreggiata lato P.pe di Paternò,8,bisett.,,x,,,x,,C8B52,MOZART
PIAZZA,STRAUSS RICCARDO,carreggiata lato Zandonai,8,bisett.,,,x,,,x,C8B55,MOZART
PIAZZA,STRAZZERI VITTORIO,,8,sett.,,,,x,,,C8S04,STRAZZERI
VIA,STREVA VINCENZO GEN.,Villabianca - Sampolo,8,bisett.,x,,,x,,,C8B17,STRAZZERI
VIA,STREVA VINCENZO GEN.,Di Marco - Villabianca,8,bisett.,,x,,,x,,C8B18,STRAZZERI
PIAZZA,STURZO LUIGI,,8,giorn.,x,x,x,x,x,x,C8G06,STRAZZERI
VIA,TARANTO,,8,sett.,,,,,x,,C8S23,MOZART
VICOLO,TARDIA,,1,sett.,,,,,x,,C1S12,CAMPISI
PIAZZA,TARZANA',,1,trisett.,,x,,x,,x,C1T13,STRAZZERI
VICOLO,TARZANA',,1,trisett.,,x,,x,,x,C1T13,STRAZZERI
CORTILE,TARZANA' (1),,1,trisett.,,x,,x,,x,C1T13,STRAZZERI
CORTILE,TARZANA' (2),,1,trisett.,,x,,x,,x,C1T13,STRAZZERI
VIA,TASSO TORQUATO,,8,bisett.,,x,,,x,,C8B45,MOZART
VIA,TAVOLA TONDA,,1,bisett.,,x,,,x,,C1B06,STRAZZERI
VICOLO,TEATRO BELLINI,,1,sett.,x,,,,,,C1S08,CAMPISI
VIA,TEATRO BIONDO,,1,giorn.,x,x,x,x,x,x,C1G12,STRAZZERI
VIA,TEATRO GARIBALDI,,1,bisett.,x,,,x,,,C1B01,INGHAM
PIAZZETTA,TEATRO S. CECILIA,,1,trisett.,x,,x,,x,,C1T05,INGHAM
VIA PICC.,TEATRO S. CECILIA,,1,trisett.,x,,x,,x,,C1T05,INGHAM
VICOLO,TEATRO S. CECILIA,,1,trisett.,x,,x,,x,,C1T05,INGHAM
VIA,TEDESCHI (ALLA PIAZZA),,1,sett.,,,,,x,,C1S12,CAMPISI
VIA,TERRA DELLE MOSCHE,,1,trisett.,,x,,x,,x,C1T08,STRAZZERI
VIA,TERRASANTA,,8,trisett.,,x,,x,,x,C8T14,MOZART
VIA,TESAURO FRANCESCO PAOLO,,1,sett.,,,x,,,,C1S16,CAMPISI
CORTILE,TESTAVERDE,,8,sett.,x,,,,,,C8S09,MOZART
VIA,TEVERE,,8,sett.,,,,x,,,C8S34,MOZART
VIA,THAON DE REVEL PAOLO AMM.,,8,sett.,,,x,,,,C8S21,MOZART
VIA,TINTORETTO JACOPO,,8,bisett.,,,x,,,x,C8B57,MOZART
PIAZZA,TITONE VIRGILIO,,8,sett.,,,,,x,,C8S17,STRAZZERI
VIA,TIZIANO,,8,sett.,,,,x,,,C8S28,MOZART
VIA,TOMASINO SALVATORE,,1,sett.,,,x,,,,C1S10,CAMPISI
VIA,TORINO,,1,trisett.,,x,,x,,x,C1T02,CAMPISI
VIA,TORRE DI GOTTO,,1,trisett.,,x,,x,,x,C1T12,STRAZZERI
VIA,TORREARSA,,8,trisett.,x,,x,,x,,C8T06,STRAZZERI
VIA,TORREMUZZA,,1,giorn.,x,x,x,x,x,x,C1G01,INGHAM
VIA,TORRICELLI EVANGELISTA,,8,sett.,,,x,,,,C8S27,MOZART
VICOLO,TORTORICI,,1,bisett.,,x,,,x,,C1B10,STRAZZERI
VIA,TOSCANA,compreso passaggio pedonale Via Toscana civ. 9,8,bisett.,,x,,,x,,C8B34,MOZART
VIA,TOSCANINI ARTURO,,8,sett.,,,,x,,,C8S28,MOZART
VIA,TOSELLI PIETRO MAGG.,Cordova - Alessi,8,trisett.,x,,x,,x,,C8T18,MOZART
VIA,TOSELLI PIETRO MAGG.,Alessi - Degli Orti,8,bisett.,x,,,x,,,C8B17,STRAZZERI
VIA,TOSELLI PIETRO MAGG.,Degli Orti - Duca della Verdura,8,trisett.,x,,x,,x,,C8T16,STRAZZERI
PIAZZA,TOSTI FRANCESCO PAOLO,,8,trisett.,,x,,x,,x,C8T27,MOZART
VIA,TRABIA,,1,giorn.,x,x,x,x,x,x,C1G12,STRAZZERI
VIA,TRAMONTANA,,8,sett.,,,,x,,,C8S28,MOZART
PIAZZETTA,TRAPANI,,8,sett.,,,x,,,,C8S27,MOZART
VIA,TRAPANI,,8,trisett.,,x,,x,,x,C8T11,STRAZZERI
CORTILE,TRAPANI (ACQUASANTA),,8,trisett.,,x,,x,,x,C8T21,STRAZZERI
VIA,TRAPPETARO,,1,sett.,x,,,,,,C1S01,STRAZZERI
VIA,TRAPPETAZZO,,1,sett.,,x,,,,,C1S15,CAMPISI
VICOLO,TRAVICELLI,,1,sett.,,,,,x,,C1S05,STRAZZERI
PIAZZA,TRE BARE,,1,sett.,,x,,,,,C1S15,CAMPISI
CORTILE,TRE DENARI,,1,sett.,,x,,,,,C1S09,CAMPISI
VIA,TRENTACOSTE DOMENICO,Caviglia - Toselli,8,sett.,,x,,,,,C8S08,MOZART
VIA,TRENTO,,1,bisett.,,,x,,,x,C1B03,INGHAM
VIA,TRIESTE,,1,trisett.,,x,,x,,x,C1T02,CAMPISI
VIA,TRIPOLI,,8,bisett.,,,x,,,x,C8B30,STRAZZERI
VICOLO,TRUGLIARI,,1,bisett.,,,x,,,x,C1B18,CAMPISI
PIAZZETTA,TUDISCO NICOLO',,8,sett.,,,,,x,,C8S05,STRAZZERI
VIA,TUDISCO NICOLO',,8,sett.,,,,,x,,C8S05,STRAZZERI
CORSO,TUKORY,Chiaramonte - Benedettini,1,giorn.,x,x,x,x,x,x,C1G14,CAMPISI
CORSO,TUKORY,Re Ruggero - Filiciuzza (entrambe le carr.),1,giorn.,x,x,x,x,x,x,C1G14,CAMPISI
VIA,TUNISI,,8,bisett.,,,x,,,x,C8B30,STRAZZERI
VICOLO,TUNISI,,8,bisett.,,,x,,,x,C8B30,STRAZZERI
VIA,TURATI FILIPPO,,8,giorn.,x,x,x,x,x,x,C8G06,STRAZZERI
VIA,TURRISI COLONNA GIUSEPPINA,Cusmano - P.pe di Villafranca,8,bisett.,x,,,x,,,C8B29,STRAZZERI
VIA,TURRISI COLONNA GIUSEPPINA,Malaspina - Cusmano,8,bisett.,,x,,,x,,C8B27,STRAZZERI
VIA,TURRISI NICOLO',,8,trisett.,x,,x,,x,,C8T01,STRAZZERI
VICOLO,UCCIARDONE,,8,bisett.,x,,,x,,,C8B10,STRAZZERI
VIA,UGDULENA GREGORIO,,8,bisett.,,,x,,,x,C8B19,MOZART
FORO,UMBERTO I - parcheggio Jolly Hotel,,1,trisett.,,x,,x,,x,C1T03,INGHAM
FORO,UMBERTO I (carreggiata lato mare),spazio pavimentato adiacente prato,1,trisett.,,x,,x,,x,C1T03,INGHAM
FORO,UMBERTO I (entrambe le carreggiate),Porta Felice - Lincoln,1,trisett.,,x,,x,,x,C1T03,INGHAM
VIA,UMBRIA,,8,sett.,,,x,,,,C8S39,MOZART
P.LE,UNGHERIA,,8,trisett.,x,,x,,x,,C8T03,STRAZZERI
PIAZZA,UNITA' D'ITALIA,,8,bisett.,x,,,x,,,C8B44,MOZART
VIA,VACCARINI GIOVAN BATTISTA,,8,trisett.,x,,x,,x,,C8T18,MOZART
VIA,VAGLICA GIOACCHINO,,8,giorn.,x,x,x,x,x,x,C8G01,STRAZZERI
VIA,VALDINOTO,,8,sett.,,,,x,,,C8S34,MOZART
VIA,VALENTI,,1,giorn.,x,x,x,x,x,x,C1G07,STRAZZERI
VICOLO,VALGUARNERA,,1,trisett.,x,,x,,x,,C1T05,INGHAM
VIA,VALGUARNERA SIMONE,,8,sett.,,,,x,,,C8S40,MOZART
VICOLO,VALLONE,,1,sett.,,,,,,x,C1S13,CAMPISI
VIA,VALVERDE,,1,sett.,,,,x,,,C1S07,STRAZZERI
CORTILE,VANELLONE,,1,bisett.,,,x,,,x,C1B18,CAMPISI
VIA,VANN'ANTO',,8,bisett.,,,x,,,x,C8B49,MOZART
PIAZZA,VANNI ALESSANDRO,,1,bisett.,,,x,,,x,C1B15,CAMPISI
VICOLO,VANUCCI,,1,sett.,,,x,,,,C1S10,CAMPISI
VICOLO,VASCA,,1,sett.,,,,x,,,C1S11,CAMPISI
VIA,VASTA PIETRO PAOLO,,8,sett.,,,,x,,,C8S34,MOZART
CORTILE,VECCHIO (PZA GARRAFFELLO),,1,trisett.,,x,,x,,x,C1T08,STRAZZERI
VIA,VELASQUEZ,,8,bisett.,,x,,,x,,C8B31,STRAZZERI
VIA,VENETO,Lazio - Magnolie,8,bisett.,,x,,,x,,C8B36,MOZART
VIA,VENETO,Magnolie - Paternò,8,bisett.,x,,,x,,,C8B39,MOZART
VIA,VENEZIA,,1,trisett.,x,,x,,x,,C1T09,STRAZZERI
PIAZZA,VENTIMIGLIA CARLO MARIA,,1,bisett.,,x,,,x,,C1B02,INGHAM
CORTILE,VENTURA,,1,sett.,,,,x,,,C1S17,CAMPISI
VIA,VENTURA GIOACCHINO,,8,trisett.,x,,x,,x,,C8T09,STRAZZERI
PIAZZA,VERDI GIUSEPPE,,1,giorn.,x,x,x,x,x,x,C1G11,STRAZZERI
PIAZZA,VERDI GIUSEPPE - TEATRO MASSIMO,Tutto il perimetro,1,giorn.,x,x,x,x,x,x,C1G11,STRAZZERI
VIA,VERGA GIOVANNI,Del Giudice - Schiavo,1,bisett.,x,,,x,,,C1B13,CAMPISI
VIA,VERGA GIOVANNI,Schiavo - Musco,1,sett.,,x,,,,,C1S15,CAMPISI
VICOLO,VERNAGALLO,,1,bisett.,,,x,,,x,C1B18,CAMPISI
VIA,VERONESE PAOLO,,8,sett.,,,x,,,,C8S32,MOZART
VIA,VESALIO ANDREA,,1,bisett.,x,,,x,,,C1B13,CAMPISI
VIA,VIGO LEONARDO,,8,sett.,,,,,,x,C8S14,STRAZZERI
VIA,VIGO SALVATORE,,8,giorn.,x,x,x,x,x,x,C8G01,STRAZZERI
CORTILE,VILLA FILIPPINA,,8,bisett.,,,x,,,x,C8B30,STRAZZERI
VIA,VILLA FILIPPINA,,8,trisett.,x,,x,,x,,C8T01,STRAZZERI
VIA,VILLA HELOISE,,8,bisett.,,,x,,,x,C8B19,MOZART
VIA,VILLA SPERLINGA,,8,bisett.,x,,,x,,,C8B47,MOZART
VIA,VILLAERMOSA,,8,trisett.,x,,x,,x,,C8T03,STRAZZERI
VIA,VILLAREALE VALERIO,,8,giorn.,x,x,x,x,x,x,C8G02,STRAZZERI
VIA,VILLASEVAGLIOS PIETRO,,8,sett.,,,,,x,,C8S17,STRAZZERI
LARGO,VILLAURA,,8,bisett.,,x,,,x,,C8B11,STRAZZERI
PIAZZA,VILLENA,Tutta la piazza,1,giorn.,x,x,x,x,x,x,C1G15,CAMPISI
VICOLO,VIOLA,,1,bisett.,,,x,,,x,C1B20,CAMPISI
VICOLO,VIOLA PLACIDO,,1,sett.,,,,,x,,C1S12,CAMPISI
PIAZZA,VIRGILIO,,8,trisett.,x,,x,,x,,C8T05,STRAZZERI
PIAZZETTA,VISITA POVERI,,1,trisett.,,x,,x,,x,C1T07,INGHAM
VIA,VISITA POVERI,,1,trisett.,,x,,x,,x,C1T07,INGHAM
VIA,VITAGLIANO GIOACCHINO,,8,bisett.,,,x,,,x,C8B28,STRAZZERI
VICOLO,VITALE GIUSEPPE,,8,sett.,,,,,x,,C8S05,STRAZZERI
VICOLO,VITRANO,,8,sett.,,,,x,,,C8S04,STRAZZERI
PIAZZA,VITTORIA,(compreso gradinata collegamento via Del Bastione),1,giorn.,x,x,x,x,x,x,C1G13,CAMPISI
PIAZZA,VITTORIA ALLO SPASIMO,,1,giorn.,x,x,x,x,x,x,C1G01,INGHAM
VIA,VITTORIO EMANUELE,Foro Umberto I - Roma,1,giorn.,x,x,x,x,x,x,C1G06,STRAZZERI
VIA,VITTORIO EMANUELE,Porta Nuova - P.zza Vittoria (alt. Parlamento),1,giorn.,x,x,x,x,x,x,C1G13,CAMPISI
VIA,VITTORIO EMANUELE,Maqueda - Montevergini,1,giorn.,x,x,x,x,x,x,C1G15,CAMPISI
VIA,VITTORIO EMANUELE,Maqueda - Roma,1,giorn.,x,x,x,x,x,x,C1G16,CAMPISI
VIA,VITTORIO EMANUELE,Montevergini - P.zza Vittoria (alt. Parlamento),1,giorn.,x,x,x,x,x,x,C1G17,CAMPISI
PIAZZA,VITTORIO VENETO,,8,bisett.,x,,,x,,,C8B32,MOZART
VIA,VODIGE,,8,sett.,,,,x,,,C8S40,MOZART
VIA,VOLTA ALESSANDRO,,8,sett.,x,,,,,,C8S01,STRAZZERI
VIA,VOLTURNO,P.za Vittorio Emanuele Orlando - Carini,1,giorn.,x,x,x,x,x,x,C1G10,STRAZZERI
VIA,VOLTURNO,Carini - P.za G. Verdi (entrambe le carreggiate),1,giorn.,x,x,x,x,x,x,C1G10,STRAZZERI
VIA,WAGNER RICCARDO,,8,giorn.,x,x,x,x,x,x,C8G04,STRAZZERI
PIAZZA,XIII VITTIME,compreso tratto Guardione - Cavour,8,bisett.,x,,,x,,,C8B01,STRAZZERI
PIAZZA,XIMENES ETTORE,,8,bisett.,,,x,,,x,C8B06,STRAZZERI
VIA,XIMENES ETTORE,Dalia - Albanese,8,sett.,,,,x,,,C8S04,STRAZZERI
VIA,XIMENES ETTORE,Dalia - P.zza Ximenes,8,sett.,,,x,,,,C8S03,STRAZZERI
VIA,XIMENES LEONARDO,Archimede - Albanese,8,sett.,,,,x,,,C8S04,STRAZZERI
VIA,XX SETTEMBRE,Dante - XII Gennaio,8,trisett.,,x,,x,,x,C8T04,STRAZZERI
VIA,XX SETTEMBRE,Siracusa - Messina,8,trisett.,,x,,x,,x,C8T11,STRAZZERI
VIA,XX SETTEMBRE,Siracusa - P.zza Mameli,8,trisett.,x,,x,,x,,C8T12,STRAZZERI
VIA,XX SETTEMBRE,P.zza Scalia - P.zza Mameli,8,trisett.,x,,x,,x,,C8T15,STRAZZERI
VIA,XX SETTEMBRE,XII Gennaio - Messina,8,trisett.,x,,x,,x,,C8T10,STRAZZERI
VICOLO,ZAGARELLAI,,1,bisett.,,,x,,,x,C1B05,INGHAM
VIA,ZANDONAI RICCARDO,,8,bisett.,,,x,,,x,C8B55,MOZART
LARGO,ZAPPALA' GIOVANNI,compresi tratti interni,8,sett.,,,,,x,,C8S36,MOZART
VIA,ZAPPALA' GIOVANNI,Lazio - P.pe di Paternò (entrambe le carreggiate),8,sett.,,,,,,x,C8S35,MOZART
VIA,ZARA,,1,trisett.,,x,,x,,x,C1T07,INGHAM
CORTILE,ZECCHINO,,1,sett.,,x,,,,,C1S09,CAMPISI
PIAZZA,ZIINO OTTAVIO,,8,trisett.,x,,x,,x,,C8T28,MOZART
PIAZZETTA,ZIMMILLARI,,1,sett.,,,x,,,,C1S10,CAMPISI
VICOLO,ZIMMILLARI,,1,sett.,,,x,,,,C1S10,CAMPISI
VIA,ZUCCARELLO FILIPPO,,8,sett.,x,,,,,,C8S09,MOZART
